organism_name,assembly_accession,refseq_category,excluded_from_refseq,bioproject,biosample,wgs_master,taxid,species_taxid,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,Order/Family,Common Name,Wild,Capt.,M/F,Reference
Tamandua tetradactyla,GCA_023851605.1,representative genome,na,PRJNA561939,SAMN12612337,JAMSGI000000000.1,48850,48850,na,mTamTet1,latest,Chromosome,Major,Full,2022-06-22,mTamTet1.pri,Vertebrate Genomes Project,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/851/605/GCA_023851605.1_mTamTet1.pri,na,na,haploid,vertebrate_mammalian,,,39.5,28.0,200.0,200.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Southern tamandua (+),,9.0,x,[100]
Tapirus indicus,GCA_031878705.1,representative genome,na,PRJNA1010472,SAMN37096863,JAVSPQ000000000.1,9802,9802,na,mTapInd1,latest,Chromosome,Major,Full,2023-09-25,mTapInd1.hap2,Vertebrate Genomes Project,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/878/705/GCA_031878705.1_mTapInd1.hap2,na,na,haploid,vertebrate_mammalian,,,41.0,26.0,192.0,192.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na,Tapiridae,Malayan tapir,30.0,,x,[192]
Tapirus terrestris,GCA_004025025.1,representative genome,na,PRJNA399422,SAMN07678114,PVID00000000.1,9801,9801,na,BS40,latest,Scaffold,Major,Full,2019-01-15,TapTer_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/025/025/GCA_004025025.1_TapTer_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,803506.0,803506.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Brazilian tapir,30.0,,x,[100] [192]
Theropithecus gelada,GCA_003255815.1,representative genome,na,PRJNA470999,SAMN09197221,QGDE00000000.1,9565,9565,na,Dixy,latest,Chromosome,Major,Full,2018-06-19,Tgel_1.0,Kenneth Chiou's shared submissions,GCF_003255815.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/255/815/GCA_003255815.1_Tgel_1.0,na,na,haploid,vertebrate_mammalian,,,41.0,22.0,15307.0,15307.0,Kenneth Chiou's shared submissions,Annotation submitted by Kenneth Chiou's shared submissions,,0.0,0.0,0.0,35332281, ,Gelada (+),20.0,,x,[100]
Thryonomys swinderianus,GCA_004025085.1,representative genome,na,PRJNA399470,SAMN07678129,PVIC000000000.1,10169,10169,na,US090,latest,Scaffold,Major,Full,2019-01-15,ThrSwi_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/025/085/GCA_004025085.1_ThrSwi_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,43.0,0.0,1889641.0,1889641.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na,Thryonomyidae,Cane rat,4.3,,x,[21]
Tragelaphus imberbis,GCA_006410775.1,representative genome,na,PRJNA438286,SAMN08714498,SJYM00000000.1,9947,9947,na,LEK-543,latest,Scaffold,Major,Full,2019-06-24,LEK,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/775/GCA_006410775.1_LEK,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,272415.0,272415.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Lesser kudu (+),15.0,,x,[100]
Tragelaphus oryx,GCA_006416875.1,representative genome,na,PRJNA438286,SAMN08714500,SJYK000000000.1,9945,9945,na,CME-1477,latest,Scaffold,Major,Full,2019-06-24,CME,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/416/875/GCA_006416875.1_CME,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,4043025.0,4043025.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Eland antelope,25.0,,x,[100]
Tragelaphus strepsiceros,GCA_006410795.1,representative genome,na,PRJNA438286,SAMN08714497,SJYU00000000.1,9946,9946,na,GTK-544,latest,Scaffold,Major,Full,2019-06-24,GTK,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/795/GCA_006410795.1_GTK,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,320432.0,320432.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Greater kudu,,23.0,x,[100]
Tragulus javanicus,GCA_004024965.2,representative genome,na,PRJNA399456,SAMN07678116,PVHZ000000000.2,9849,9849,na,US108,latest,Scaffold,Major,Full,2019-07-15,ASM402496v2,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/965/GCA_004024965.2_ASM402496v2,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,1082489.0,1082489.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Lesser Malay chevrotain,,12.0,x,[100]
Tremarctos ornatus,GCA_028551375.1,representative genome,na,PRJNA512907,SAMN21582271,JAPYXY000000000.1,9638,9638,na,Sample0412,latest,Chromosome,Major,Full,2023-02-09,Tremarctos_ornatus_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/551/375/GCA_028551375.1_Tremarctos_ornatus_HiC,na,na,haploid,vertebrate_mammalian,,,42.0,26.0,188811.0,188811.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Spectacled bear,,25.0,x,[100]
Trichosurus vulpecula,GCA_011100635.1,representative genome,na,PRJNA562014,SAMN12629507,JAANDE000000000.1,9337,9337,na,mTriVul1,latest,Chromosome,Major,Full,2020-03-10,mTriVul1.pri,Vertebrate Genomes Project,GCF_011100635.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/635/GCA_011100635.1_mTriVul1.pri,na,na,haploid,vertebrate_mammalian,,,39.5,10.0,211.0,211.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Brush-tailed possum,13.0,,x,[100]
Tupaia belangeri,GCA_000181375.1,representative genome,na,PRJNA13971,SAMN03004381,AAPY00000000.1,37347,37347,na,na,latest,Contig,Major,Full,2006-06-08,ASM18137v1,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/375/GCA_000181375.1_ASM18137v1,na,na,haploid,vertebrate_mammalian,2137225476.0,2137225476.0,41.5,0.0,841006.0,841006.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Tree shrew,,10.0,x,[100]
Tursiops truncatus,GCA_011762595.1,representative genome,na,PRJNA608726,SAMN12326775,JAAOMD000000000.1,9739,9739,na,mTurTru1,latest,Chromosome,Major,Full,2020-03-27,mTurTru1.mat.Y,Vertebrate Genomes Project,GCF_011762595.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/595/GCA_011762595.1_mTurTru1.mat.Y,na,na,haploid,vertebrate_mammalian,,,41.5,23.0,361.0,361.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Bottle-nosed dolphin,25.0,,x,[21]
Urocyon cinereoargenteus,GCA_032313775.1,representative genome,na,PRJNA1005958,SAMN37004681,JAVLSZ000000000.1,55040,55040,ecotype=Vermont,ataVT051,latest,Chromosome,Major,Full,2023-10-04,UCinereo1.0,Washington State University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/313/775/GCA_032313775.1_UCinereo1.0,na,na,haploid,vertebrate_mammalian,,,42.0,1.0,898.0,898.0,Washington State University,Annotation submitted by Washington State University,,0.0,0.0,0.0,na, ,Gray fox (+),,13.0,x,[100]
Ursus arctos,GCA_023065955.2,representative genome,na,PRJNA807323,SAMN25977855,JALAAU000000000.2,9644,9644,ecotype=North America,Adak,latest,Chromosome,Major,Full,2023-05-22,UrsArc2.0,Washington State University,GCF_023065955.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/065/955/GCA_023065955.2_UrsArc2.0,na,na,haploid,vertebrate_mammalian,,,42.5,2.0,361.0,361.0,Washington State University,Annotation submitted by Washington State University,,0.0,0.0,0.0,na, ,Grizzly bear,25.0,50.0,x,[46] [58] [91] [145] [221] [237] [293] [304]
Varecia variegata,GCA_028533085.1,representative genome,na,PRJNA512907,SAMN29758785,JAQIFY000000000.1,9455,9455,na,Sample0354,latest,Chromosome,Major,Full,2023-02-10,Varecia_variegata_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/533/085/GCA_028533085.1_Varecia_variegata_HiC,na,na,haploid,vertebrate_mammalian,,,41.0,22.0,984208.0,984208.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Ruffed lemur,,19.0,x,[100] [229]
Vombatus ursinus,GCA_900497805.2,representative genome,na,PRJEB27783,SAMEA4791334,UNPS00000000.2,29139,29139,na,na,latest,Scaffold,Major,Full,2018-12-10,bare-nosed wombat genome assembly,"MRC Institute of Genetics and Molecular Medicine, University of Edinburgh",GCF_900497805.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/805/GCA_900497805.2_bare-nosed_wombat_genome_assembly,na,na,haploid,vertebrate_mammalian,,,39.0,0.0,15415.0,15415.0,"MRC Institute of Genetics and Molecular Medicine, University of Edinburgh","Annotation submitted by MRC Institute of Genetics and Molecular Medicine, University of Edinburgh",,0.0,0.0,0.0,na, ,Common wombat,26.0,,x,[21]
Vulpes vulpes,GCA_003160815.1,representative genome,na,PRJNA378561,SAMN06553695,NBDQ00000000.1,9627,9627,strain=TameXAggressive cross,na,latest,Scaffold,Major,Full,2018-05-25,VulVul2.2,University of Illinois at Urbana-Champaign,GCF_003160815.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/160/815/GCA_003160815.1_VulVul2.2,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,82423.0,82423.0,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,,0.0,0.0,0.0,30082739, ,Red fox,7.0,15.0,x,[1]
Xerus inauris,GCA_004024805.1,representative genome,na,PRJNA399425,SAMN07678119,PVHX00000000.1,234690,234690,na,US057,latest,Scaffold,Major,Full,2019-01-15,XerIna_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/805/GCA_004024805.1_XerIna_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,40.0,0.0,577370.0,577370.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,African ground squirrel (+),,6.0,x,[229]
Zalophus californianus,GCA_009762305.2,representative genome,na,PRJNA559673,SAMN12368149,WPOA00000000.2,9704,9704,na,mZalCal1,latest,Chromosome,Major,Full,2020-07-14,mZalCal1.pri.v2,Vertebrate Genomes Project,GCF_009762305.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/305/GCA_009762305.2_mZalCal1.pri.v2,na,na,haploid,vertebrate_mammalian,,,41.5,19.0,46.0,46.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,34097816, ,California sea lion,17.0,,x,[100]
Zapus hudsonius,GCA_004024765.1,representative genome,na,PRJNA399434,SAMN07678139,PVHP000000000.1,160400,160400,na,BS14,latest,Scaffold,Major,Full,2019-01-15,ZapHud_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/765/GCA_004024765.1_ZapHud_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,1158100.0,1158100.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Jumping mouse,,5.0,x,[143]
Ziphius cavirostris,GCA_004364475.1,representative genome,na,PRJNA399469,SAMN07678128,RJWS000000000.1,9760,9760,na,BS68,latest,Scaffold,Major,Full,2019-03-22,ZipCav_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/364/475/GCA_004364475.1_ZipCav_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,3758276.0,3758276.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Goose-beaked whale,36.0,,x,[199]
